museum,collection,GUID,sciname,locuncertain,country,state,locality,date,lat,lon,alt,ssp,age,sex,toel1,toea1,toeb1,toel2,toea2,toeb2,toel3,toea3,toeb3,toel4,toea4,toeb4,toel5,toea5,toeb5,toel6,toea6,toeb6,toem1,toem2,toem3,toem4,toem5,toem6,rlightl1,rlighta1,rlightb1,rlightl2,rlighta2,rlightb2,rlightl3,rlighta3,rlightb3,rlightl4,rlighta4,rlightb4,rlightl5,rlighta5,rlightb5,rlightl6,rlighta6,rlightb6,rlightm1,rlightm2,rlightm3,rlightm4,rlightm5,rlightm6,rdarkl1,rdarka1,rdarkb1,rdarkl2,rdarka2,rdarkb2,rdarkl3,rdarka3,rdarkb3,rdarkl4,rdarka4,rdarkb4,rdarkl5,rdarka5,rdarkb5,rdarkl6,rdarka6,rdarkb6,rdarkm1,rdarkm2,rdarkm3,rdarkm4,rdarkm5,rdarkm6,backl1,backa1,backb1,backl2,backa2,backb2,backl3,backa3,backb3,backl4,backa4,backb4,backl5,backa5,backb5,backl6,backa6,backb6,backm1,backm2,backm3,backm4,backm5,backm6
MSB,Bird,4322,Bubo virginianus,,United States,Alaska,"John River; ""Brooks Range; mouth of Hunt Fork""",7/28/1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,21020,Bubo virginianus,,United States,Texas,Marathon; 3 mi S,6/1/1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,22913,Bubo virginianus virginianus x Bubo virginianus pallescens,,United States,Texas,"Tivoli, 5 mi NE",12/26/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,28818,Bubo virginianus,,United States,Oregon,Salem,8/11/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,28754,Bubo virginianus,,United States,New Mexico,Las Lunas,6/7/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,12222,Bubo virginianus saturatus,,United States,California,Bayside,11/23/1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,28646,Bubo virginianus,,United States,New Mexico,Mountain air,11/9/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29188,Bubo virginianus,,United States,Washington,"Richland, ca. 6 mi. W",9/19/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29067,Bubo virginianus,,United States,New Mexico,Albuquerque SW,5/17/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,30483,Bubo virginianus,,United States,New Mexico,Albuquerque,9/24/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,30486,Bubo virginianus,,United States,New Mexico,Los Alamos National Laboratories,10/3/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,39122,Bubo virginianus,,United States,New Mexico,Rio Rancho,9/18/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,30491,Bubo virginianus,,United States,New Mexico,Los Alamos National Laboratories,8/23/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,37574,Bubo virginianus saturatus,,United States,New Mexico,Rio Rancho,10/30/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29730,Bubo virginianus,,United States,New Jersey,Cape May,12/6/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,18341,Bubo virginianus pallescens x Bubo virginianus virginianus,,United States,Texas,San Antonio NE; (Sequira),9/19/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,18911,Bubo virginianus pallescens x Bubo virginianus virginianus,,United States,Texas,Sarita; 35 mi. S,12/28/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,19200,Bubo virginianus lagophonus,,United States,Montana,Dillon; 25 mi S,7/30/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,20403,Bubo virginianus pallescens x Bubo virginianus virginianus,,United States,Texas,Sheffield; 14 mi E,12/26/1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,14753,Bubo virginianus pallescens,,United States,Arizona,N terrace Gila R (Maricopa & Chandler Road),3/29/1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,5556,Bubo virginianus,,,,No specific locality recorded.,2/28/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,4128,Bubo virginianus,,,,No specific locality recorded.,2/28/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,5255,Bubo virginianus,,,,No specific locality recorded.,10/29/1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,20987,Bubo virginianus virginianus,,United States,Texas,Fort Stockton; 7 mi NW,1/3/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,21689,Bubo virginianus virginianus x Bubo virginianus pallescens,,United States,Texas,Farwell,10/21/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,22912,Bubo virginianus virginianus x Bubo virginianus pallescens,,United States,Texas,"Saunderson, 24 mi N",12/23/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29675,Bubo virginianus,,United States,Oregon,La Frande,8/21/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29240,Bubo virginianus,,United States,Oregon,Weston,8/11/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29425,Bubo virginianus,,United States,New Mexico,Raton,2/3/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29668,Bubo virginianus,,United States,New Mexico,Bitter Lake National Wildlife Refuge,11/18/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29066,Bubo virginianus,,United States,New Mexico,Taos Canyon,10/20/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29190,Bubo virginianus,,United States,Oregon,"Bend, near",5/1/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,11217,Bubo virginianus,,United States,Oregon,"T3N, R. 44 E., Sec. 26",6/2/1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,30484,Bubo virginianus,,United States,New Mexico,Los Alamos National Laboratories,9/28/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,30487,Bubo virginianus,,United States,New Mexico,"Carlsbad, Rawhide Road",11/28/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,39125,Bubo virginianus,,United States,New Mexico,Santa Fe,12/10/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,39118,Bubo virginianus,,United States,New Mexico,Placitas,9/25/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,39120,Bubo virginianus,,United States,New Mexico,Rio Rancho,2/13/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,39634,Bubo virginianus,,United States,New Mexico,Anton Chico,6/30/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,13074,Bubo virginianus,,United States,New Mexico,"State Route 4, 1 mile east of Ponderosa Campground",8/5/1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,40336,Bubo virginianus,,United States,California,3-4 mi SE Martinez,7/7/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,8391,Bubo virginianus,,United States,Colorado,rt. 114 between North Pass and Saguachi,3/5/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,17293,Bubo virginianus,,United States,Oregon,Sixes; 7.2 mi E,8/25/1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,19817,Bubo virginianus virginianus x Bubo virginianus pallescens,,United States,Texas,Van Horne; 5 m. S,11/16/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,18643,Bubo virginianus virginianus,,United States,Texas,Laguna Atascosa NWR,5/26/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,10167,Bubo virginianus pallescens,,United States,Colorado,Denver,2/1/1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,4915,Bubo virginianus,,,,No specific locality recorded.,2/28/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,4936,Bubo virginianus,,,,No specific locality recorded.,2/28/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,4361,Bubo virginianus lagophonus,,United States,Oregon,Nehalem,5/1/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,23111,Bubo virginianus virginianus x Bubo virginianus pallescens,,United States,Texas,"Sonora, 30 mi E",1/1/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,4229,Bubo virginianus,,,,No specific locality recorded.,3/31/1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,28817,Bubo virginianus,,United States,Oregon,Madras (over),9/1/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29674,Bubo virginianus,,United States,New Mexico,"Hwy 14, 6 miles South of Junction I-25",9/15/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29677,Bubo virginianus,,United States,Oregon,"Pendelton, 7 miles North of Adams",11/30/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,28757,Bubo virginianus,,United States,New Mexico,Taos,12/22/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,28753,Bubo virginianus,,United States,New Mexico,Las Lunas,3/21/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29239,Bubo virginianus,,United States,Oregon,Waitsburg,7/1/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29236,Bubo virginianus,,United States,New Mexico,"""crossing near Tijeras""",11/19/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29185,Bubo virginianus,,United States,Oregon,Pilot Rock S. of Pendleton,1/10/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29033,Bubo virginianus,,United States,New Mexico,Taos,2/5/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,39127,Bubo virginianus,,United States,New Mexico,"Albuquerque SE, Kirtland AFB",8/25/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,39119,Bubo virginianus,,United States,New Mexico,Rio Rancho,2/26/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,39121,Bubo virginianus,,United States,New Mexico,Isleta,11/12/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,41450,Bubo virginianus,,United States,New Mexico,"Interstate Highway 25, near mile marker 41",10/25/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,6879,Bubo virginianus virginianus,,United States,Texas,Uvalde; 5 mi. S,1/28/1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,18852,Bubo virginianus pallescens x Bubo virginianus virginianus,,United States,Texas,"Roanoke, near",12/30/1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,10170,Bubo virginianus,,United States,Utah,"3 mi Santiquin, US6E50",8/10/1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,9227,Bubo virginianus pallescens,,United States,New Mexico,"La Joya Wildlife Refuge, 1 1/2 mi. N",10/4/1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,5626,Bubo virginianus,,,,No specific locality recorded.,2/28/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,4359,Bubo virginianus,,United States,Alaska,Bettles Field; Koyukak River,5/30/1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,5731,Bubo virginianus,,United States,,No specific locality recorded.,2/28/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,3470,Bubo virginianus,,United States,,No specific locality recorded.,2/28/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29672,Bubo virginianus,,United States,New Mexico,Carlsbad,4/21/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29673,Bubo virginianus pinorum,,United States,New Mexico,Dixon,5/9/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29669,Bubo virginianus,,United States,New Mexico,Arrey,3/27/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,28756,Bubo virginianus,,United States,New Mexico,Santa Fe,11/28/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29097,Bubo virginianus,,United States,New Mexico,Las Cruces,1/5/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,4394,Bubo virginianus,,United States,Alaska,mouth of Timber Creek,6/16/1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,20988,Bubo virginianus virginianus,,United States,Texas,Uvalde; 8 mi E,1/2/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,26862,Bubo virginianus,,United States,New Mexico,Santa Fe,9/13/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,28851,Bubo virginianus,,United States,Oregon,Powell Summit,10/12/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,28856,Bubo virginianus,,United States,Oregon,"Roseburg, River Umpqua (?) Valley, 1-3 mi NW",10/16/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,29189,Bubo virginianus,,United States,Washington,Patterson,12/3/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,30490,Bubo virginianus,,United States,New Mexico,Los Alamos National Laboratories,12/1/2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,39124,Bubo virginianus,,United States,New Mexico,Pojoaque,2/15/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,30489,Bubo virginianus,,United States,New Mexico,near Valles Caldera Nature Preserve,9/11/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,41449,Bubo virginianus,,United States,New Mexico,"White Sands Missle Range, about 35 miles north of the main gate on Range Road 7",2/21/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB,Bird,13500,Bubo virginianus,,United States,Colorado,"Highway 40, at Harpers Corner Road, near park headquarters",9/24/1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
